home_team,away_team,home_score,home_xg,home_penalty,away_score,away_xg,away_penalty,home_manager,home_captain,away_manager,away_captain,Attendance,Venue,Officials,Round,Date,Score,Referee,Notes,Host,Year,home_goal,away_goal,home_goal_long,away_goal_long,home_own_goal,away_own_goal,home_penalty_goal,away_penalty_goal,home_penalty_miss_long,away_penalty_miss_long,home_penalty_shootout_goal_long,away_penalty_shootout_goal_long,home_penalty_shootout_miss_long,away_penalty_shootout_miss_long,home_red_card,away_red_card,home_yellow_red_card,away_yellow_red_card,home_yellow_card_long,away_yellow_card_long,home_substitute_in_long,away_substitute_in_long
Brazil,Romania,3,,,2,,,Mario Zagallo,Carlos Alberto Torres,Angelo Niculescu,Mircea Lucescu,50804,"Jalisco, Guadalajara",Ferdinand Marschall (Referee) · Ramon Barreto Ruiz (AR1) · Vital Loraux (AR2),Group stage,1970-06-10,3–2,Ferdinand Marschall,,Mexico,1970,Pelé · 19|Jairzinho · 22|Pelé · 67,Florea Dumitrache · 34|Emerich Dembrovschi · 84,"['19&rsquor;|1:0|Pelé', '22&rsquor;|2:0|Jairzinho', '67&rsquor;|3:1|Pelé']","['34&rsquor;|2:1|Florea Dumitrache', '84&rsquor;|3:2|Emerich Dembrovschi']",,,,,,,,,,,,,,,,"['1&rsquor;|0:0|Mihai Mocanu', '1&rsquor;|0:0|Ion Dumitru']","['60&rsquor;|2:1|Marco Antônio|for Everaldo', '74&rsquor;|3:1|Jonas Eduardo Américo|for Clodoaldo']","['27&rsquor;|2:0|Răducanu Necula|for Stere Adamache', '72&rsquor;|3:1|Gheorghe Tătaru|for Florea Dumitrache']"
Sweden,Uruguay,1,,,0,,,Orvar Bergmark,Björn Nordqvist,Juan Hohberg,Luis Ubiña,18163,"Cuauhtemoc, Puebla",Henry Landauer (Referee) · John Taylor (AR1) · Andrei Radulescu (AR2),Group stage,1970-06-10,1–0,Henry Landauer,,Mexico,1970,Ove Grahn · 90,,['90&rsquor;|1:0|Ove Grahn'],,,,,,,,,,,,,,,,,,"['58&rsquor;|0:0|Tom Turesson|for Ove Kindvall', '84&rsquor;|0:0|Ove Grahn|for Göran Nicklasson']",['61&rsquor;|0:0|Dagoberto Fontes|for Víctor Espárrago']
Soviet Union,El Salvador,2,,,0,,,Gavril Kachalin,Albert Shesternyov,Hernan Carrasco,Salvador Mariona,89979,"Estadio Azteca, Mexico City",Rafael Hormazabal Diaz (Referee) · Norberto Angel Coerezza (AR1) · Ayrton Vieira De Moraes (AR2),Group stage,1970-06-10,2–0,Rafael Hormazabal Diaz,,Mexico,1970,Anatoliy Byshovets · 51|Anatoliy Byshovets · 74,,"['51&rsquor;|1:0|Anatoliy Byshovets', '74&rsquor;|2:0|Anatoliy Byshovets']",,,,,,,,,,,,,,,,['1&rsquor;|0:0|Vitaliy Khmelnytskyi'],,"['46&rsquor;|0:0|Gennady Yevryuzhikhin|for Anatoliy Puzach', '81&rsquor;|2:0|Kakhi Asatiani|for Nikolay Kiselyov']","['82&rsquor;|2:0|Ernesto Aparicio|for Salvador Cabezas', '86&rsquor;|2:0|Genaro Sermeño']"
Mexico,El Salvador,4,,,0,,,Raul Cardenas,Gustavo Peña,Hernan Carrasco,Salvador Mariona,103058,"Estadio Azteca, Mexico City",Aly Hussein Kandil (Referee) · Keith Dunstan (AR1) · John Taylor (AR2),Group stage,1970-06-07,4–0,Aly Hussein Kandil,,Mexico,1970,Javier Valdivia · 45|Javier Valdivia · 46|Javier Fragoso · 58|Juan Ignacio Basaguren · 83,,"['45&rsquor;|1:0|Javier Valdivia', '46&rsquor;|2:0|Javier Valdivia', '58&rsquor;|3:0|Javier Fragoso', '83&rsquor;|4:0|Juan Ignacio Basaguren']",,,,,,,,,,,,,,,,,"['1&rsquor;|0:0|Sergio Méndez', '1&rsquor;|0:0|Raúl Magaña', '1&rsquor;|0:0|Salvador Mariona', '1&rsquor;|0:0|Salvador Cabezas']","['46&rsquor;|2:0|Horacio López Salgado|for Enrique Borja', '76&rsquor;|3:0|Juan Ignacio Basaguren|for Horacio López Salgado']","['58&rsquor;|3:0|Sergio Méndez|for Ernesto Aparicio', '68&rsquor;|3:0|Mario Monge|for Santiago Cortés']"
Brazil,England,1,,,0,,,Mario Zagallo,Carlos Alberto Torres,Alf Ramsey,Bobby Moore,66843,"Jalisco, Guadalajara",Abraham Klein (Referee) · Arturo Yamasaki Maldonado (AR1) · Roger Machin (AR2),Group stage,1970-06-07,1–0,Abraham Klein,,Mexico,1970,Jairzinho · 59,,['59&rsquor;|1:0|Jairzinho'],,,,,,,,,,,,,,,,,['1&rsquor;|0:0|Francis Lee'],['68&rsquor;|1:0|Roberto Miranda|for Tostão'],"['63&rsquor;|1:0|Colin Bell|for Bobby Charlton', '63&rsquor;|1:0|Jeff Astle|for Francis Lee']"
West Germany,Bulgaria,5,,,2,,,Helmut Schoen,Uwe Seeler,Stefan Bozhkov,Boris Gaganelov,12710,"Nou Camp - Estadio Leï¿½n, Leon",Jose Maria Ortiz De Mendibil (Referee) · Guillermo Velasquez (AR1) · Antonio Saldanha Ribeiro (AR2),Group stage,1970-06-07,5–2,Jose Maria Ortiz De Mendibil,,Mexico,1970,Reinhard Libuda · 20|Gerd Müller · 27|Uwe Seeler · 70|Gerd Müller · 88,Asparuh Nikodimov · 12|Todor Kolev · 89,"['20&rsquor;|1:1|Reinhard Libuda', '27&rsquor;|2:1|Gerd Müller', '70&rsquor;|4:1|Uwe Seeler', '88&rsquor;|5:1|Gerd Müller']","['12&rsquor;|0:1|Asparuh Nikodimov', '89&rsquor;|5:2|Todor Kolev']",,,Gerd Müller (P) · 52,,,,,,,,,,,,,,"['58&rsquor;|3:1|Jürgen Grabowski', '72&rsquor;|4:1|Wolfgang Weber|for Franz Beckenbauer']","['46&rsquor;|2:1|Vasil Mitkov|for Dinko Dermendzhiev', '58&rsquor;|3:1|Aleksandar Shalamanov|for Boris Gaganelov']"
Sweden,Israel,1,,,1,,,Orvar Bergmark,Tommy Svensson,Emmanuel Sheffer,Mordechai Spiegler,9624,"Luis Dosal, Toluca",Seyoum Tarekegn (Referee) · Andrei Radulescu (AR1) · Drago Horvat (AR2),Group stage,1970-06-07,1–1,Seyoum Tarekegn,,Mexico,1970,Tom Turesson · 53,Mordechai Spiegler · 56,['53&rsquor;|1:0|Tom Turesson'],['56&rsquor;|1:1|Mordechai Spiegler'],,,,,,,,,,,,,,,['72&rsquor;|1:1|Örjan Persson'],"['38&rsquor;|0:0|Shraga Bar', '89&rsquor;|1:1|David Primo']",['76&rsquor;|1:1|Sten Pålsson|for Örjan Persson'],['51&rsquor;|0:0|Roni Shuruk|for Yochanan Vollach']
Romania,Czechoslovakia,2,,,1,,,Angelo Niculescu,Mircea Lucescu,Jozef Marko,Alexander Horváth,56818,"Jalisco, Guadalajara",Diego De Leo (Referee) · Gyula Emsberger (AR1) · Vital Loraux (AR2),Group stage,1970-06-06,2–1,Diego De Leo,,Mexico,1970,Alexandru Neagu · 52,Ladislav Petráš · 5,['52&rsquor;|1:1|Alexandru Neagu'],['5&rsquor;|0:1|Ladislav Petráš'],,,Florea Dumitrache (P) · 75,,,,,,,,,,,,['1&rsquor;|0:0|Radu Nunweiller'],['1&rsquor;|0:0|Andrej Kvašňák'],"['69&rsquor;|1:1|Gheorghe Tătaru|for Mircea Lucescu', '81&rsquor;|2:1|Vasile Gergely|for Ion Dumitru']","['46&rsquor;|0:1|Jozef Adamec|for Josef Jurkanin', '69&rsquor;|1:1|František Veselý']"
Uruguay,Italy,0,,,0,,,Juan Hohberg,Luis Ubiña,Ferruccio Valcareggi,Giacinto Facchetti,29968,"Cuauhtemoc, Puebla",Rudolf Gloeckner (Referee) · Kurt Tschenscher (AR1) · Drago Horvat (AR2),Group stage,1970-06-06,0–0,Rudolf Gloeckner,,Mexico,1970,,,,,,,,,,,,,,,,,,,['1&rsquor;|0:0|Julio César Cortés'],,['70&rsquor;|0:0|Oscar Zubía|for Rúben Bareño'],['46&rsquor;|0:0|Giuseppe Furino|for Angelo Domenghini']
Soviet Union,Belgium,4,,,1,,,Gavril Kachalin,Albert Shesternyov,Raymond Goethals,Paul Van Himst,95261,"Estadio Azteca, Mexico City",Ruedi Scheurer (Referee) · Henry Landauer (AR1) · Bob Davidson (AR2),Group stage,1970-06-06,4–1,Ruedi Scheurer,,Mexico,1970,Anatoliy Byshovets · 14|Kakhi Asatiani · 57|Anatoliy Byshovets · 63|Vitaliy Khmelnytskyi · 76,Raoul Lambert · 86,"['14&rsquor;|1:0|Anatoliy Byshovets', '57&rsquor;|2:0|Kakhi Asatiani', '63&rsquor;|3:0|Anatoliy Byshovets', '76&rsquor;|4:0|Vitaliy Khmelnytskyi']",['86&rsquor;|4:1|Raoul Lambert'],,,,,,,,,,,,,,,,,"['34&rsquor;|1:0|Evgeny Lovchev|for Volodymyr Kaplychnyi', '73&rsquor;|3:0|Nikolay Kiselyov|for Revaz Dzodzuashvili']",
Peru,Morocco,3,,,0,,,Didi,Héctor Chumpitaz,Blagoje Vidinic,Driss Bamous,13537,"Nou Camp - Estadio Leï¿½n, Leon",Tofik Bakhramov (Referee) · Yoshiyuki Maruyama (AR1) · Antonio Sbardella (AR2),Group stage,1970-06-06,3–0,Tofik Bakhramov,,Mexico,1970,Teófilo Cubillas · 65|Roberto Challe · 67|Teófilo Cubillas · 75,,"['65&rsquor;|1:0|Teófilo Cubillas', '67&rsquor;|2:0|Roberto Challe', '75&rsquor;|3:0|Teófilo Cubillas']",,,,,,,,,,,,,,,,,,"['56&rsquor;|0:0|Luis Cruzado|for Ramón Mifflin', '76&rsquor;|3:0|Oswaldo Ramírez|for Alberto Gallardo']","['66&rsquor;|1:0|Jalili Fadili|for Boujemaa Benkhrif', '81&rsquor;|3:0|Ahmed Alaoui|for Said Ghandi']"
Belgium,El Salvador,3,,,0,,,Raymond Goethals,Paul Van Himst,Hernan Carrasco,Salvador Mariona,92205,"Estadio Azteca, Mexico City",Andrei Radulescu (Referee) · Rudolf Gloeckner (AR1) · Kurt Tschenscher (AR2),Group stage,1970-06-03,3–0,Andrei Radulescu,,Mexico,1970,Wilfried Van Moer · 12|Wilfried Van Moer · 54,,"['12&rsquor;|1:0|Wilfried Van Moer', '54&rsquor;|2:0|Wilfried Van Moer']",,,,Raoul Lambert (P) · 79,,,,,,,,,,,,,,['79&rsquor;|3:0|Odilon Polleunis|for Léon Semmeling'],"['67&rsquor;|2:0|Santiago Cortés|for Mauricio Manzano', '80&rsquor;|3:0|Genaro Sermeño|for Mauricio Alonso Rodríguez']"
Brazil,Czechoslovakia,4,,,1,,,Mario Zagallo,Carlos Alberto Torres,Jozef Marko,Alexander Horváth,52897,"Jalisco, Guadalajara",Ramon Barreto Ruiz (Referee) · Abraham Klein (AR1) · Arturo Yamasaki Maldonado (AR2),Group stage,1970-06-03,4–1,Ramon Barreto Ruiz,,Mexico,1970,Rivellino · 24|Pelé · 59|Jairzinho · 61|Jairzinho · 83,Ladislav Petráš · 11,"['24&rsquor;|1:1|Rivellino', '59&rsquor;|2:1|Pelé', '61&rsquor;|3:1|Jairzinho', '83&rsquor;|4:1|Jairzinho']",['11&rsquor;|0:1|Ladislav Petráš'],,,,,,,,,,,,,,,"['1&rsquor;|0:0|Gérson', '1&rsquor;|0:0|Tostão']",['1&rsquor;|0:0|Alexander Horváth'],['62&rsquor;|3:1|Paulo Cézar Caju|for Gérson'],"['46&rsquor;|1:1|Andrej Kvašňák|for Ivan Hrdlička', '75&rsquor;|3:1|Bohumil Veselý|for František Veselý']"
Italy,Sweden,1,,,0,,,Ferruccio Valcareggi,Giacinto Facchetti,Orvar Bergmark,Björn Nordqvist,13433,"Luis Dosal, Toluca",John Taylor (Referee) · Ruedi Scheurer (AR1) · Aly Hussein Kandil (AR2),Group stage,1970-06-03,1–0,John Taylor,,Mexico,1970,Angelo Domenghini · 10,,['10&rsquor;|1:0|Angelo Domenghini'],,,,,,,,,,,,,,,,,['1&rsquor;|0:0|Claes Cronqvist'],['37&rsquor;|1:0|Roberto Rosato|for Comunardo Niccolai'],"['56&rsquor;|1:0|Inge Ejderstedt|for Leif Eriksson', '80&rsquor;|1:0|Göran Nicklasson|for Bo Larsson']"
West Germany,Morocco,2,,,1,,,Helmut Schoen,Uwe Seeler,Blagoje Vidinic,Driss Bamous,12942,"Nou Camp - Estadio Leï¿½n, Leon",Laurens Van Ravens (Referee) · Jose Maria Ortiz De Mendibil (AR1) · Guillermo Velasquez (AR2),Group stage,1970-06-03,2–1,Laurens Van Ravens,,Mexico,1970,Uwe Seeler · 56|Gerd Müller · 80,Houmane Jarir · 21,"['56&rsquor;|1:1|Uwe Seeler', '80&rsquor;|2:1|Gerd Müller']",['21&rsquor;|0:1|Houmane Jarir'],,,,,,,,,,,,,,,,,"['45&rsquor;|0:1|Jürgen Grabowski|for Helmut Haller', '77&rsquor;|1:1|Hannes Löhr']","['56&rsquor;|1:1|Abdelkader El Khiati|for Maouhoub Ghazouani', '72&rsquor;|1:1|Ahmed Faras|for Driss Bamous']"
England,Romania,1,,,0,,,Alf Ramsey,Bobby Moore,Angelo Niculescu,Mircea Lucescu,50560,"Jalisco, Guadalajara",Vital Loraux (Referee) · Roger Machin (AR1) · Diego De Leo (AR2),Group stage,1970-06-02,1–0,Vital Loraux,,Mexico,1970,Geoff Hurst · 65,,['65&rsquor;|1:0|Geoff Hurst'],,,,,,,,,,,,,,,,,,"['51&rsquor;|0:0|Tommy Wright|for Keith Newton', '75&rsquor;|1:0|Peter Osgood|for Francis Lee']",['73&rsquor;|1:0|Alexandru Neagu|for Gheorghe Tătaru']
Peru,Bulgaria,3,,,2,,,Didi,Héctor Chumpitaz,Stefan Bozhkov,Ivan Dimitrov,13765,"Nou Camp - Estadio Leï¿½n, Leon",Antonio Sbardella (Referee) · Abel Aguilar Elizalde (AR1) · Yoshiyuki Maruyama (AR2),Group stage,1970-06-02,3–2,Antonio Sbardella,,Mexico,1970,Alberto Gallardo · 50|Héctor Chumpitaz · 55|Teófilo Cubillas · 73,Dinko Dermendzhiev · 13|Hristo Bonev · 49,"['50&rsquor;|1:2|Alberto Gallardo', '55&rsquor;|2:2|Héctor Chumpitaz', '73&rsquor;|3:2|Teófilo Cubillas']","['13&rsquor;|0:1|Dinko Dermendzhiev', '49&rsquor;|0:2|Hristo Bonev']",,,,,,,,,,,,,,,,,"['29&rsquor;|0:1|Javier González|for Eloy Campos', '51&rsquor;|1:2|Hugo Sotil|for Julio Baylón']","['59&rsquor;|2:2|Dimitar Marashliev', '73&rsquor;|3:2|Georgi Asparuhov|for Hristo Bonev']"
Uruguay,Israel,2,,,0,,,Juan Hohberg,Pedro Rocha,Emmanuel Sheffer,Mordechai Spiegler,20654,"Cuauhtemoc, Puebla",Bob Davidson (Referee) · Ruedi Scheurer (AR1) · Seyoum Tarekegn (AR2),Group stage,1970-06-02,2–0,Bob Davidson,,Mexico,1970,Ildo Maneiro · 23|Juan Mujica · 50,,"['23&rsquor;|1:0|Ildo Maneiro', '50&rsquor;|2:0|Juan Mujica']",,,,,,,,,,,,,,,,,,['12&rsquor;|0:0|Julio César Cortés|for Pedro Rocha'],"['46&rsquor;|1:0|Shraga Bar|for Rachamim Talbi', '57&rsquor;|2:0|Yochanan Vollach|for Dani Shmulevich-Rom']"
Mexico,Soviet Union,0,,,0,,,Raul Cardenas,Gustavo Peña,Gavril Kachalin,Albert Shesternyov,107160,"Estadio Azteca, Mexico City",Kurt Tschenscher (Referee) · Keith Dunstan (AR1) · John Taylor (AR2),Group stage,1970-05-31,0–0,Kurt Tschenscher,,Mexico,1970,,,,,,,,,,,,,,,,,,,['1&rsquor;|0:0|Gustavo Peña'],"['1&rsquor;|0:0|Givi Nodia', '1&rsquor;|0:0|Gennady Logofet', '30&rsquor;|0:0|Kakhi Asatiani', '34&rsquor;|0:0|Evgeny Lovchev']",['67&rsquor;|0:0|Antonio Munguía|for Mario Velarde'],"['46&rsquor;|0:0|Anatoliy Puzach|for Viktor Serebryanikov', '66&rsquor;|0:0|Vitaliy Khmelnytskyi|for Givi Nodia']"
England,West Germany,4,,,2,,,Alf Ramsey,Bobby Moore,Helmut Schoen,Uwe Seeler,96924,"Wembley Stadium, London",Gottfried Dienst (Referee) · Tofik Bakhramov (AR1) · Karol Galba (AR2),Final,1966-07-30,4–2,Gottfried Dienst,Required Extra Time,England,1966,Geoff Hurst · 18|Martin Peters · 78|Geoff Hurst · 101|Geoff Hurst · 120,Helmut Haller · 12|Wolfgang Weber · 89,"['18&rsquor;|1:1|Geoff Hurst', '78&rsquor;|2:1|Martin Peters', '101&rsquor;|3:2|Geoff Hurst', '120&rsquor;|4:2|Geoff Hurst']","['12&rsquor;|0:1|Helmut Haller', '89&rsquor;|2:2|Wolfgang Weber']",,,,,,,,,,,,,,,['1&rsquor;|0:0|Martin Peters'],,,
Portugal,Soviet Union,2,,,1,,,Otto Gloria,Mário Coluna,Nikolai Morozov,Lev Yashin,87696,"Wembley Stadium, London",Kenneth Dagnall (Referee) · Kevin Howley (AR1) · Aly Hussein Kandil (AR2),Third-place match,1966-07-28,2–1,Kenneth Dagnall,,England,1966,José Augusto Torres · 89,Eduard Malofeyev · 43,['89&rsquor;|2:1|José Augusto Torres'],['43&rsquor;|1:1|Eduard Malofeyev'],,,Eusébio (P) · 12,,,,,,,,,,,,,,,
England,Portugal,2,,,1,,,Alf Ramsey,Bobby Moore,Otto Gloria,Mário Coluna,94493,"Wembley Stadium, London",Pierre Schwinte (Referee) · Arturo Yamasaki Maldonado (AR1) · Konstantin Zecevic (AR2),Semi-finals,1966-07-26,2–1,Pierre Schwinte,,England,1966,Bobby Charlton · 30|Bobby Charlton · 80,,"['30&rsquor;|1:0|Bobby Charlton', '80&rsquor;|2:0|Bobby Charlton']",,,,,Eusébio (P) · 82,,,,,,,,,,,,,,
West Germany,Soviet Union,2,,,1,,,Helmut Schoen,Uwe Seeler,Nikolai Morozov,Albert Shesternyov,38273,"Goodison Park, Liverpool",Concetto Lo Bello (Referee) · Jose Maria Codesal (AR1) · Juan Gardeazabal (AR2),Semi-finals,1966-07-25,2–1,Concetto Lo Bello,,England,1966,Helmut Haller · 43|Franz Beckenbauer · 67,Valeriy Porkujan · 88,"['43&rsquor;|1:0|Helmut Haller', '67&rsquor;|2:0|Franz Beckenbauer']",['88&rsquor;|2:1|Valeriy Porkujan'],,,,,,,,,,,,Igor Chislenko · 44,,,['1&rsquor;|0:0|Franz Beckenbauer'],['1&rsquor;|0:0|Valery Voronin'],,
Portugal,Korea DPR,5,,,3,,,Otto Gloria,Mário Coluna,Rye Hyun Myung,Pak Seung-zin,40248,"Goodison Park, Liverpool",Menachem Ashkenazi (Referee) · Karol Galba (AR1) · Pierre Schwinte (AR2),Quarter-finals,1966-07-23,5–3,Menachem Ashkenazi,,England,1966,Eusébio · 27|Eusébio · 56|José Augusto de Almeida · 80,Pak Seung-zin · 1|Li Dong-woon · 22|Yang Seung-kook · 25,"['27&rsquor;|1:3|Eusébio', '56&rsquor;|3:3|Eusébio', '80&rsquor;|5:3|José Augusto de Almeida']","['1&rsquor;|0:1|Pak Seung-zin', '22&rsquor;|0:2|Li Dong-woon', '25&rsquor;|0:3|Yang Seung-kook']",,,Eusébio (P) · 43|Eusébio (P) · 59,,,,,,,,,,,,['1&rsquor;|0:1|Mário Coluna'],,,
England,Argentina,1,,,0,,,Alf Ramsey,Bobby Moore,Juan Carlos Lorenzo,Antonio Rattín,90584,"Wembley Stadium, London",Rudolf Kreitlein (Referee) · Gottfried Dienst (AR1) · Istvan Zsolt (AR2),Quarter-finals,1966-07-23,1–0,Rudolf Kreitlein,,England,1966,Geoff Hurst · 78,,['78&rsquor;|1:0|Geoff Hurst'],,,,,,,,,,,,,Antonio Rattín · 35,,,,"['1&rsquor;|0:0|Antonio Rattín', '1&rsquor;|0:0|Jorge Solari', '1&rsquor;|0:0|Luis Artime']",,
Soviet Union,Hungary,2,,,1,,,Nikolai Morozov,Albert Shesternyov,Lajos Baroti,Ferenc Sipos,26844,"Roker Park Ground, Sunderland",Juan Gardeazabal (Referee) · Jose Maria Codesal (AR1) · Joaquim Fernandes Campos (AR2),Quarter-finals,1966-07-23,2–1,Juan Gardeazabal,,England,1966,Igor Chislenko · 5|Valeriy Porkujan · 46,Ferenc Bene · 57,"['5&rsquor;|1:0|Igor Chislenko', '46&rsquor;|2:0|Valeriy Porkujan']",['57&rsquor;|2:1|Ferenc Bene'],,,,,,,,,,,,,,,,,,
West Germany,Uruguay,4,,,0,,,Helmut Schoen,Uwe Seeler,Ondino Viera,Horacio Troche,40007,"Hillsborough, Sheffield",Jim Finney (Referee) · Aly Hussein Kandil (AR1) · Hugh Phillips (AR2),Quarter-finals,1966-07-23,4–0,Jim Finney,,England,1966,Helmut Haller · 11|Franz Beckenbauer · 70|Uwe Seeler · 75|Helmut Haller · 83,,"['11&rsquor;|1:0|Helmut Haller', '70&rsquor;|2:0|Franz Beckenbauer', '75&rsquor;|3:0|Uwe Seeler', '83&rsquor;|4:0|Helmut Haller']",,,,,,,,,,,,,Horacio Troche · 49|Héctor Silva · 54,,,['1&rsquor;|0:0|Wolfgang Weber'],['1&rsquor;|0:0|Héctor Silva'],,
England,France,2,,,0,,,Alf Ramsey,Bobby Moore,Henri Guerin,Marcel Artelesa,98270,"Wembley Stadium, London",Arturo Yamasaki Maldonado (Referee) · Karol Galba (AR1) · Dimitar Rumentchev (AR2),Group stage,1966-07-20,2–0,Arturo Yamasaki Maldonado,,England,1966,Roger Hunt · 38|Roger Hunt · 75,,"['38&rsquor;|1:0|Roger Hunt', '75&rsquor;|2:0|Roger Hunt']",,,,,,,,,,,,,,,,['1&rsquor;|0:0|Nobby Stiles'],,,
Hungary,Bulgaria,3,,,1,,,Lajos Baroti,Ferenc Sipos,Rudolf Vytlacil,Boris Gaganelov,24129,"Old Trafford Stadium, Manchester",Roberto Goicoechea (Referee) · Juan Gardeazabal (AR1) · Jose Maria Codesal (AR2),Group stage,1966-07-20,3–1,Roberto Goicoechea,,England,1966,Kálmán Mészöly · 45|Ferenc Bene · 54,Georgi Asparuhov · 15,"['45&rsquor;|2:1|Kálmán Mészöly', '54&rsquor;|3:1|Ferenc Bene']",['15&rsquor;|0:1|Georgi Asparuhov'],Ivan Davidov (OG) · 43,,,,,,,,,,,,,,,,,
West Germany,Spain,2,,,1,,,Helmut Schoen,Uwe Seeler,Jose Villalonga,Ignacio Zoco,42187,"Villa Park, Birmingham",Armando Marques (Referee) · Claudio Vicuna (AR1) · Duk Ryong Choi (AR2),Group stage,1966-07-20,2–1,Armando Marques,,England,1966,Lothar Emmerich · 38|Uwe Seeler · 84,Josep Maria Fusté · 22,"['38&rsquor;|1:1|Lothar Emmerich', '84&rsquor;|2:1|Uwe Seeler']",['22&rsquor;|0:1|Josep Maria Fusté'],,,,,,,,,,,,,,,['1&rsquor;|0:0|Wolfgang Overath'],['1&rsquor;|0:0|Jesús Glaría'],,
Soviet Union,Chile,2,,,1,,,Nikolai Morozov,Albert Shesternyov,Luis Alamos,Leonel Sánchez,16027,"Roker Park Ground, Sunderland",John Adair (Referee) · Pierre Schwinte (AR1) · William Clements (AR2),Group stage,1966-07-20,2–1,John Adair,,England,1966,Valeriy Porkujan · 28|Valeriy Porkujan · 85,Rubén Marcos · 32,"['28&rsquor;|1:0|Valeriy Porkujan', '85&rsquor;|2:1|Valeriy Porkujan']",['32&rsquor;|1:1|Rubén Marcos'],,,,,,,,,,,,,,,,,,
Uruguay,Mexico,0,,,0,,,Ondino Viera,Horacio Troche,Ignacio Trellez,Gustavo Peña,61112,"Wembley Stadium, London",Bertil Loeoew (Referee) · Claudio Vicuna (AR1) · Concetto Lo Bello (AR2),Group stage,1966-07-19,0–0,Bertil Loeoew,,England,1966,,,,,,,,,,,,,,,,,,,,,,
Argentina,Switzerland,2,,,0,,,Juan Carlos Lorenzo,Antonio Rattín,Alfredo Foni,René Brodmann,32127,"Hillsborough, Sheffield",Joaquim Fernandes Campos (Referee) · Istvan Zsolt (AR1) · Tofik Bakhramov (AR2),Group stage,1966-07-19,2–0,Joaquim Fernandes Campos,,England,1966,Luis Artime · 53|Ermindo Onega · 81,,"['53&rsquor;|1:0|Luis Artime', '81&rsquor;|2:0|Ermindo Onega']",,,,,,,,,,,,,,,,,,,
Portugal,Brazil,3,,,1,,,Otto Gloria,Mário Coluna,Vicente Feola,Orlando Peçanha,58479,"Goodison Park, Liverpool",George Mccabe (Referee) · Leo Callaghan (AR1) · Kenneth Dagnall (AR2),Group stage,1966-07-19,3–1,George Mccabe,,England,1966,António Simões · 15|Eusébio · 27|Eusébio · 85,Rildo da Costa Menezes · 73,"['15&rsquor;|1:0|António Simões', '27&rsquor;|2:0|Eusébio', '85&rsquor;|3:1|Eusébio']",['73&rsquor;|2:1|Rildo da Costa Menezes'],,,,,,,,,,,,,,,,,,
Korea DPR,Italy,1,,,0,,,Rye Hyun Myung,Pak Seung-zin,Edmondo Fabbri,Giacomo Bulgarelli,17829,"Ayresome Park, Middlesbrough",Pierre Schwinte (Referee) · John Adair (AR1) · John Taylor (AR2),Group stage,1966-07-19,1–0,Pierre Schwinte,,England,1966,Pak Doo-ik · 42,,['42&rsquor;|1:0|Pak Doo-ik'],,,,,,,,,,,,,,,,,,,
West Germany,Argentina,0,,,0,,,Helmut Schoen,Uwe Seeler,Juan Carlos Lorenzo,Antonio Rattín,46587,"Villa Park, Birmingham",Konstantin Zecevic (Referee) · Joaquim Fernandes Campos (AR1) · Bertil Loeoew (AR2),Group stage,1966-07-16,0–0,Konstantin Zecevic,,England,1966,,,,,,,,,,,,,,,,Rafael Albrecht · 65,,,['1&rsquor;|0:0|Franz Beckenbauer'],,,
Soviet Union,Italy,1,,,0,,,Nikolai Morozov,Albert Shesternyov,Edmondo Fabbri,Sandro Salvadore,27793,"Roker Park Ground, Sunderland",Rudolf Kreitlein (Referee) · William Crawford (AR1) · Aly Hussein Kandil (AR2),Group stage,1966-07-16,1–0,Rudolf Kreitlein,,England,1966,Igor Chislenko · 57,,['57&rsquor;|1:0|Igor Chislenko'],,,,,,,,,,,,,,,,['1&rsquor;|0:0|Yozhef Sabo'],,,
Portugal,Bulgaria,3,,,0,,,Otto Gloria,Mário Coluna,Rudolf Vytlacil,Boris Gaganelov,25438,"Old Trafford Stadium, Manchester",Jose Maria Codesal (Referee) · Roberto Goicoechea (AR1) · Kurt Tschenscher (AR2),Group stage,1966-07-16,3–0,Jose Maria Codesal,,England,1966,Eusébio · 38|José Augusto Torres · 81,,"['38&rsquor;|2:0|Eusébio', '81&rsquor;|3:0|José Augusto Torres']",,Ivan Vutsov (OG) · 17,,,,,,,,,,,,,,['1&rsquor;|0:0|Eusébio'],['1&rsquor;|0:0|Dinko Dermendzhiev'],,
England,Mexico,2,,,0,,,Alf Ramsey,Bobby Moore,Ignacio Trellez,Gustavo Peña,92570,"Wembley Stadium, London",Concetto Lo Bello (Referee) · Duk Ryong Choi (AR1) · Menachem Ashkenazi (AR2),Group stage,1966-07-16,2–0,Concetto Lo Bello,,England,1966,Bobby Charlton · 37|Roger Hunt · 75,,"['37&rsquor;|1:0|Bobby Charlton', '75&rsquor;|2:0|Roger Hunt']",,,,,,,,,,,,,,,,,,,
Spain,Switzerland,2,,,1,,,Jose Villalonga,Francisco Gento,Alfredo Foni,René Brodmann,32028,"Hillsborough, Sheffield",Tofik Bakhramov (Referee) · Istvan Zsolt (AR1) · Hugh Phillips (AR2),Group stage,1966-07-15,2–1,Tofik Bakhramov,,England,1966,Manuel Sanchís · 57|Amancio Amaro · 75,René-Pierre Quentin · 28,"['57&rsquor;|1:1|Manuel Sanchís', '75&rsquor;|2:1|Amancio Amaro']",['28&rsquor;|0:1|René-Pierre Quentin'],,,,,,,,,,,,,,,,,,
